id,publisher,name,Identity,align,eye,hair,sex,alive,appearances,first_appearance,month,year,date
14478,Marvel,Deko (Earth-616),Public Identity,Bad Characters,NA,No Hair,Male Characters,Deceased Characters,1,"2007, April",April,2007,4/1/2007
14479,Marvel,Delphi (Morlock) (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Blond Hair,Female Characters,Living Characters,1,"2007, November",November,2007,11/1/2007
14480,Marvel,Detective Fant\u00f4me (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,1,"2007, February",February,2007,2/1/2007
14481,Marvel,Detective Fontana (Earth-616),Public Identity,NA,Brown Eyes,Blond Hair,Male Characters,Living Characters,1,"2007, September",September,2007,9/1/2007
14482,Marvel,Detective Simon (Earth-616),Public Identity,NA,Brown Eyes,Black Hair,Male Characters,Living Characters,1,"2007, September",September,2007,9/1/2007
14483,Marvel,Devil Dinosaur (Clone) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2007, March",March,2007,3/1/2007
14484,Marvel,Dex (Omaha) (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,1,"2007, October",October,2007,10/1/2007
14485,Marvel,Diableri (Earth-616),NA,NA,NA,Black Hair,Male Characters,Deceased Characters,1,"2007, May",May,2007,5/1/2007
14486,Marvel,Dimitri Kantov (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,1,"2007, November",November,2007,11/1/2007
14487,Marvel,Dimitri Smirkov (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2007, December",December,2007,12/1/2007
14488,Marvel,Docteur Q (Earth-616),Secret Identity,Good Characters,Brown Eyes,NA,Male Characters,Living Characters,1,"2007, February",February,2007,2/1/2007
14489,Marvel,Doctor Locke (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,1,"2007, March",March,2007,3/1/2007
14490,Marvel,Dzyan (Earth-616),NA,NA,NA,NA,NA,Living Characters,1,"2007, January",January,2007,1/1/2007
14491,Marvel,El Chupacabra (Earth-616),Secret Identity,Neutral Characters,NA,NA,Male Characters,Living Characters,1,"2007, September",September,2007,9/1/2007
14492,Marvel,Elsbeth Kleinenshvitz (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,1,"2007, May",May,2007,5/1/2007
14493,Marvel,Father Spider (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,1,"2007, November",November,2007,11/1/2007
14494,Marvel,Foot of Doom (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,1,"2007, April",April,2007,4/1/2007
14495,Marvel,Ghiough (Earth-616),NA,NA,NA,NA,NA,Living Characters,1,"2007, March",March,2007,3/1/2007
14496,Marvel,Govan (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Living Characters,1,"2007, January",January,2007,1/1/2007
14497,Marvel,Grasshopper (Unnamed) (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,1,"2007, September",September,2007,9/1/2007
14498,Marvel,Greg Forest (Earth-616),Public Identity,NA,Brown Eyes,Blond Hair,Male Characters,Living Characters,1,"2007, December",December,2007,12/1/2007
14499,Marvel,Hademar Zemo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,1,"2007, April",April,2007,4/1/2007
14500,Marvel,Harley Cooper (Earth-616),Secret Identity,Good Characters,NA,Blond Hair,Female Characters,Living Characters,1,"2007, January",January,2007,1/1/2007
14501,Marvel,Heller Zemo (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,1,"2007, April",April,2007,4/1/2007
14502,Marvel,Helmuth Zemo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,1,"2007, May",May,2007,5/1/2007
14503,Marvel,Herbert Zemo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,1,"2007, May",May,2007,5/1/2007
14504,Marvel,Hilliard Zemo (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,1,"2007, May",May,2007,5/1/2007
14505,Marvel,Hobart Zemo (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,1,"2007, June",June,2007,6/1/2007
14506,Marvel,Horst Brandauer (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,1,"2007, November",November,2007,11/1/2007
14507,Marvel,Hurricane (Civil War) (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,1,"2007, April",April,2007,4/1/2007
14508,Marvel,Infinity T.A.P. (Earth-616),Secret Identity,Bad Characters,White Eyes,Blond Hair,Male Characters,Living Characters,1,"2007, April",April,2007,4/1/2007
14509,Marvel,Insecticide (Earth-616),Secret Identity,Bad Characters,NA,Blond Hair,Male Characters,Deceased Characters,1,"2007, January",January,2007,1/1/2007
14510,Marvel,J. Patrick Smitty (Earth-616),NA,NA,Brown Eyes,Brown Hair,Male Characters,Living Characters,1,"2007, December",December,2007,12/1/2007
14511,Marvel,Janet Grant (Earth-616),NA,Good Characters,NA,NA,Female Characters,Living Characters,1,"2007, December",December,2007,12/1/2007
14512,Marvel,Karen Trudeaux (Earth-616),Secret Identity,Bad Characters,NA,NA,Female Characters,Deceased Characters,1,"2007, November",November,2007,11/1/2007
14513,Marvel,Kwai Jun-Fau (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,1,"2007, August",August,2007,8/1/2007
14514,Marvel,La Lumi\u00e8re Bleue (Earth-616),Secret Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,1,"2007, February",February,2007,2/1/2007
14515,Marvel,Le Cowboy (Earth-616),Secret Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,1,"2007, February",February,2007,2/1/2007
14516,Marvel,Le Vent (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,1,"2007, February",February,2007,2/1/2007
14517,Marvel,Lightstorm (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,1,"2007, October",October,2007,10/1/2007
14518,Marvel,Longlegs Secundus (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,1,"2007, November",November,2007,11/1/2007
14519,Marvel,Marquez (Earth-616),Public Identity,NA,Black Eyes,Brown Hair,Female Characters,Living Characters,1,"2007, November",November,2007,11/1/2007
14520,Marvel,Matt Landru (Earth-616),Public Identity,NA,NA,NA,Male Characters,Deceased Characters,1,"2007, August",August,2007,8/1/2007
14521,Marvel,McAllister (Earth-616),Public Identity,NA,NA,NA,Male Characters,Living Characters,1,"2007, November",November,2007,11/1/2007
14522,Marvel,Michele Michaels (Earth-616),Secret Identity,Bad Characters,NA,NA,Female Characters,Deceased Characters,1,"2007, November",November,2007,11/1/2007
14523,Marvel,Mike Williams (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,1,"2007, January",January,2007,1/1/2007
14524,Marvel,Milo Gunderson (Earth-616),NA,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,1,"2007, April",April,2007,4/1/2007
14525,Marvel,Nurotox (Earth-616),NA,Good Characters,Yellow Eyeballs,No Hair,Male Characters,Living Characters,1,"2007, November",November,2007,11/1/2007
14526,Marvel,Olivia Cooper (Earth-616),Public Identity,Neutral Characters,NA,Brown Hair,Female Characters,Living Characters,1,"2007, January",January,2007,1/1/2007
14527,Marvel,Peggy Park (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,1,"2007, February",February,2007,2/1/2007
14528,Marvel,Plunderer (Impersonator) (Earth-616),Secret Identity,NA,Black Eyes,Grey Hair,Male Characters,Deceased Characters,1,"2007, February",February,2007,2/1/2007
14529,Marvel,Professor Duck (Earth-616),Secret Identity,Neutral Characters,NA,Bald,Male Characters,Living Characters,1,"2007, December",December,2007,12/1/2007
14530,Marvel,Pseter Psarker (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,Living Characters,1,"2007, November",November,2007,11/1/2007
14531,Marvel,Qwerty (Earth-616),Secret Identity,Neutral Characters,NA,NA,Female Characters,Deceased Characters,1,"2007, November",November,2007,11/1/2007
14532,Marvel,Red Dragon (SHE) (Earth-616),Secret Identity,Good Characters,NA,Blond Hair,Female Characters,Living Characters,1,"2007, January",January,2007,1/1/2007
14533,Marvel,Ricky (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,1,"2007, December",December,2007,12/1/2007
14534,Marvel,Roberto Ferrar (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,1,"2007, November",November,2007,11/1/2007
14535,Marvel,Scarlet Spider (Criminal) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2007, May",May,2007,5/1/2007
14536,Marvel,Scorpion Queen (Earth-616),NA,Bad Characters,Red Eyes,NA,Female Characters,Living Characters,1,"2007, August",August,2007,8/1/2007
14537,Marvel,Serpent King (Earth-616),NA,NA,NA,NA,NA,Living Characters,1,"2007, May",May,2007,5/1/2007
14538,Marvel,Shira Myles (Earth-616),Secret Identity,Bad Characters,NA,NA,Female Characters,Deceased Characters,1,"2007, November",November,2007,11/1/2007
14539,Marvel,Simon Strange (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,1,"2007, September",September,2007,9/1/2007
14540,Marvel,Slag (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2007, June",June,2007,6/1/2007
14541,Marvel,Slough (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,Living Characters,1,"2007, April",April,2007,4/1/2007
14542,Marvel,Spider-Mech (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,1,"2007, November",November,2007,11/1/2007
14543,Marvel,Tamara Sims (Earth-616),Secret Identity,Bad Characters,NA,NA,Female Characters,Deceased Characters,1,"2007, November",November,2007,11/1/2007
14544,Marvel,Ten-Cor (Earth-616),Public Identity,NA,Blue Eyes,Black Hair,Female Characters,Living Characters,1,"2007, August",August,2007,8/1/2007
14545,Marvel,Tenta-Clone (Earth-616),NA,Bad Characters,NA,NA,NA,Living Characters,1,"2007, November",November,2007,11/1/2007
14546,Marvel,Timoran (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,1,"2007, August",August,2007,8/1/2007
14547,Marvel,Tony Stark 2.0 (Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Agender Characters,Living Characters,1,"2007, March",March,2007,3/1/2007
14548,Marvel,Vayle (Earth-616),Public Identity,Good Characters,Black Eyes,White Hair,Male Characters,Living Characters,1,"2007, July",July,2007,7/1/2007
14549,Marvel,Vision (Onslaught Reborn) (Earth-616),Public Identity,Good Characters,White Eyes,No Hair,Male Characters,Living Characters,1,"2007, September",September,2007,9/1/2007
14550,Marvel,Adam Simon (Earth-616),NA,NA,Blue Eyes,Black Hair,Male Characters,Living Characters,1,"2008, November",November,2008,11/1/2008
14551,Marvel,Alarr (Earth-616),NA,Good Characters,NA,NA,Male Characters,Deceased Characters,1,"2008, November",November,2008,11/1/2008
14552,Marvel,Allen Crater (Earth-616),No Dual Identity,NA,NA,NA,Male Characters,Living Characters,1,"2008, July",July,2008,7/1/2008
14553,Marvel,Andre Mexer (Earth-616),NA,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,1,"2008, November",November,2008,11/1/2008
14554,Marvel,Andr\u00e9 Gerard (Skrull) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2008, January",January,2008,1/1/2008
14555,Marvel,Anitun (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Deceased Characters,1,"2008, August",August,2008,8/1/2008
14556,Marvel,B. LeTendre (Earth-616),No Dual Identity,NA,NA,Grey Hair,Male Characters,Living Characters,1,"2008, May",May,2008,5/1/2008
14557,Marvel,Baski (Earth-616),No Dual Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Living Characters,1,"2008, December",December,2008,12/1/2008
14558,Marvel,Brightstorm (Earth-616),NA,NA,NA,NA,NA,Living Characters,1,"2008, November",November,2008,11/1/2008
14559,Marvel,Castor (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,1,"2008, August",August,2008,8/1/2008
14560,Marvel,Ch-Gra (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters,1,"2008, June",June,2008,6/1/2008
14561,Marvel,Chell-Tek (Earth-616),Public Identity,NA,NA,NA,Male Characters,Living Characters,1,"2008, June",June,2008,6/1/2008
14562,Marvel,Chronos (Earth-616),Public Identity,Neutral Characters,NA,White Hair,Male Characters,Living Characters,1,"2008, October",October,2008,10/1/2008
14563,Marvel,Crater (Earth-616),NA,NA,NA,NA,NA,Living Characters,1,"2008, January",January,2008,1/1/2008
14564,Marvel,Dalx (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters,1,"2008, August",August,2008,8/1/2008
14565,Marvel,Dan Smoltz (Earth-616),Public Identity,Neutral Characters,NA,Bald,Male Characters,Living Characters,1,"2008, February",February,2008,2/1/2008
14566,Marvel,Darlene Sims (Earth-616),Secret Identity,NA,Brown Eyes,Red Hair,Female Characters,Deceased Characters,1,"2008, November",November,2008,11/1/2008
14567,Marvel,David Gonzales (Earth-616),NA,Good Characters,Brown Eyes,White Hair,Male Characters,Living Characters,1,"2008, September",September,2008,9/1/2008
14568,Marvel,Denny Drake (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,Living Characters,1,"2008, November",November,2008,11/1/2008
14569,Marvel,Dharr (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,1,"2008, December",December,2008,12/1/2008
14570,Marvel,Discharge (Earth-616),NA,NA,NA,NA,NA,Living Characters,1,"2008, January",January,2008,1/1/2008
14571,Marvel,Dray (Earth-616),NA,Bad Characters,NA,Blond Hair,Male Characters,Living Characters,1,"2008, July",July,2008,7/1/2008
14572,Marvel,Dzirot (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Deceased Characters,1,"2008, October",October,2008,10/1/2008
14573,Marvel,Edmund (Earth-616),Public Identity,NA,Black Eyes,Black Hair,Male Characters,Living Characters,1,"2008, February",February,2008,2/1/2008
14574,Marvel,Ernst Fleisher (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,1,"2008, December",December,2008,12/1/2008
14575,Marvel,Faze (Earth-616),NA,NA,NA,NA,Female Characters,Living Characters,1,"2008, January",January,2008,1/1/2008
14576,Marvel,Fazekas (Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Living Characters,1,"2008, December",December,2008,12/1/2008
14577,Marvel,Feng Po-po (Earth-616),NA,Bad Characters,White Eyes,Black Hair,Female Characters,Deceased Characters,1,"2008, April",April,2008,4/1/2008
14578,Marvel,Fighter One (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters,1,"2008, August",August,2008,8/1/2008
14579,Marvel,Flugron (Earth-616),Public Identity,Neutral Characters,NA,No Hair,NA,Living Characters,1,"2008, October",October,2008,10/1/2008
14580,Marvel,Galfrax (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,NA,Living Characters,1,"2008, February",February,2008,2/1/2008
14581,Marvel,Great Mongoose (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters,1,"2008, August",August,2008,8/1/2008
14582,Marvel,Harold Hogan (Earth-20051),Public Identity,Good Characters,NA,NA,Male Characters,Living Characters,1,"2008, July",July,2008,7/1/2008
14583,Marvel,Hrzzhr (Earth-616),Public Identity,NA,Yellow Eyes,Purple Hair,Male Characters,Living Characters,1,"2008, February",February,2008,2/1/2008
14584,Marvel,Hzzhzz (Earth-616),Public Identity,NA,Yellow Eyes,Orange Hair,Male Characters,Living Characters,1,"2008, February",February,2008,2/1/2008
14585,Marvel,Imo Miri (Earth-616),Secret Identity,Neutral Characters,NA,Black Hair,Female Characters,Deceased Characters,1,"2008, April",April,2008,4/1/2008
14586,Marvel,Impact (Luminals) (Earth-616),NA,NA,NA,NA,NA,Living Characters,1,"2008, November",November,2008,11/1/2008
14587,Marvel,Inhumans (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Deceased Characters,1,"2008, October",October,2008,10/1/2008
14588,Marvel,Inti (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,1,"2008, June",June,2008,6/1/2008
14589,Marvel,Jiang (Earth-616),Public Identity,NA,Black Eyes,Black Hair,Male Characters,Living Characters,1,"2008, May",May,2008,5/1/2008
14590,Marvel,Jifjoc (Earth-616),Public Identity,NA,Yellow Eyes,Red Hair,Male Characters,Living Characters,1,"2008, February",February,2008,2/1/2008
14591,Marvel,John McCoy (Earth-616),Secret Identity,Neutral Characters,NA,Black Hair,Male Characters,Living Characters,1,"2008, November",November,2008,11/1/2008
14592,Marvel,Junichiro (Earth-616),Secret Identity,Neutral Characters,NA,NA,Male Characters,Deceased Characters,1,"2008, August",August,2008,8/1/2008
